"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LTU","Lithuania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","EUR","Euro","0","Units",,,3756,,
"LTU","Lithuania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","EUR","Euro","0","Units",,,4725,,
"LTU","Lithuania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,5324,,
"LTU","Lithuania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","EUR","Euro","0","Units",,,4467,,
"LTU","Lithuania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","EUR","Euro","0","Units",,,4270,,
"LTU","Lithuania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","EUR","Euro","0","Units",,,4781,,
"LTU","Lithuania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","EUR","Euro","0","Units",,,5141,,
"LTU","Lithuania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","EUR","Euro","0","Units",,,5333,,
"BRA","Brazil","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","BRL","Brazilian Real","0","Units",,,6499,,
"BRA","Brazil","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","BRL","Brazilian Real","0","Units",,,8704,,
"BRA","Brazil","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","BRL","Brazilian Real","0","Units",,,10448,,
"BRA","Brazil","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","BRL","Brazilian Real","0","Units",,,13126,,
"BRA","Brazil","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","BRL","Brazilian Real","0","Units",,,15612,,
"CHN","China (People's Republic of)","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","CNY","Yuan Renminbi","0","Units",,,16578,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","CRC","Costa Rican Colon","0","Units",,,2725461,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","CRC","Costa Rican Colon","0","Units",,,2865944,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","CRC","Costa Rican Colon","0","Units",,,3108417,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","CRC","Costa Rican Colon","0","Units",,,3280000,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","CRC","Costa Rican Colon","0","Units",,,3382695,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","CRC","Costa Rican Colon","0","Units",,,3387500,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","CRC","Costa Rican Colon","0","Units",,,3484241,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","CRC","Costa Rican Colon","0","Units",,,3549455,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","CRC","Costa Rican Colon","0","Units",,,3546848,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","CRC","Costa Rican Colon","0","Units",,,3525621,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2020","2020","CRC","Costa Rican Colon","0","Units",,,2905502,,
"CRI","Costa Rica","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2021","2021","CRC","Costa Rican Colon","0","Units",,,3428000,,
"IND","India","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","INR","Indian Rupee","0","Units",,,16011,,
"IND","India","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","INR","Indian Rupee","0","Units",,,37796,,
"RUS","Russia","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RUB","Russian Ruble","0","Units",,,248902,,
"RUS","Russia","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RUB","Russian Ruble","0","Units",,,409501,,
"RUS","Russia","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RUB","Russian Ruble","0","Units",,,417829,,
"ZAF","South Africa","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","ZAR","Rand","0","Units",,,29376,,
"ZAF","South Africa","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","ZAR","Rand","0","Units",,,35950,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","RON","Romanian Leu","0","Units",,,6674,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","RON","Romanian Leu","0","Units",,,7461,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","RON","Romanian Leu","0","Units",,,9127,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","RON","Romanian Leu","0","Units",,,10112,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","RON","Romanian Leu","0","Units",,,10006,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RON","Romanian Leu","0","Units",,,9907,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","RON","Romanian Leu","0","Units",,,10218,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","RON","Romanian Leu","0","Units",,,10700,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","RON","Romanian Leu","0","Units",,,11561,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RON","Romanian Leu","0","Units",,,12368,,
"ROU","Romania","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RON","Romanian Leu","0","Units",,,14148,,
